idade,genero,estado,frequencia,combustivel,abastecimento,renda,posto,importancia,fidelidade-postos,aplicativo,motivo,conveniencia,classificacao
25-35 anos,Feminino,Ceara,Diariamente,Diesel,Conforme o uso,Principal fonte de renda,Shell,Serviços Adicionais,Não,Utilizo outros,Cashback,Não,5
25-35 anos,Masculino,Maranhao,Semanalmente,Diesel,Completo as vezes,Principal fonte de renda,Shell,Atendimento,Sim,Conheço mas não utilizo,Descontos em abastecimento/serviços,Não,5
18-24 anos,Masculino,Sergipe,Semanalmente,Etanol,Sempre completo,Principal fonte de renda,Shell,Localização,Sim,Não conheço,Cashback,Não,5
36-49 anos,Masculino,Pernambuco,2-4 vezes na semana,Diesel,Completo as vezes,Principal fonte de renda,Shell,Serviços Adicionais,Não,Utilizo outros,Não utilizo aplicativos/programas de fidelidade,Sim,5
Mais de 50 anos,Feminino,Rio Grande do Sul,2-4 vezes na semana,Diesel,Conforme o uso,Lazer,Shell,Loja de Conveniência,Não,Conheço mas não utilizo,Cashback,Não,5
18-24 anos,Feminino,Parana,2-4 vezes na semana,GNV,Sempre completo,Principal fonte de renda,Shell,Serviços Adicionais,Sim,Utilizo outros,Descontos em abastecimento/serviços,Não,5
Mais de 50 anos,Feminino,Bahia,Diariamente,Gasolina Aditivada,Conforme o uso,Locomoção para o trabalho,Shell,Atendimento,Não,Conheço mas não utilizo,Descontos em abastecimento/serviços,Não,4
36-49 anos,Masculino,Espirito Santo,Quinzenalmente,Gasolina comum,Sempre completo,Lazer,Shell,Serviços Adicionais,Não,Utilizo outros,Cashback,Sim,5
36-49 anos,Masculino,Ceara,Quinzenalmente,Gasolina Aditivada,Conforme o uso,Lazer,Shell,Localização,Não,Conheço mas não utilizo,Descontos em abastecimento/serviços,Não,3
36-49 anos,Feminino,Goias,Quinzenalmente,Gasolina Aditivada,Completo as vezes,Principal fonte de renda,Shell,Preço,Sim,Não conheço,Cashback,Sim,5
25-35 anos,Feminino,Espirito Santo,Semanalmente,Diesel,Conforme o uso,Principal fonte de renda,Shell,Serviços Adicionais,Sim,Utilizo outros,Não utilizo aplicativos/programas de fidelidade,Não,5
18-24 anos,Masculino,Alagoas,Diariamente,Gasolina comum,Conforme o uso,Principal fonte de renda,Shell,Atendimento,Sim,Conheço e utilizo,Cashback,Não,5
36-49 anos,Feminino,Paraiba,Semanalmente,GNV,Conforme o uso,Principal fonte de renda,Shell,Localização,Não,Conheço e utilizo,Descontos em abastecimento/serviços,Não,5
Mais de 50 anos,Masculino,Parana,Quinzenalmente,Elétrico,Conforme o uso,Principal fonte de renda,Shell,Loja de Conveniência,Sim,Conheço mas não utilizo,Descontos em abastecimento/serviços,Não,5
25-35 anos,Feminino,Sergipe,Diariamente,Diesel,Conforme o uso,Lazer,Shell,Atendimento,Não,Utilizo outros,Cashback,Não,5
Mais de 50 anos,Masculino,Mato Grosso do Sul,Semanalmente,Elétrico,Completo as vezes,Principal fonte de renda,Shell,Qualidade do combustível,Sim,Utilizo outros,Não utilizo aplicativos/programas de fidelidade,Não,5
25-35 anos,Feminino,Rio Grande do Sul,Diariamente,Elétrico,Completo as vezes,Lazer,Shell,Serviços Adicionais,Não,Conheço mas não utilizo,Não utilizo aplicativos/programas de fidelidade,Sim,5
Mais de 50 anos,Masculino,Parana,Quinzenalmente,Diesel,Sempre completo,Principal fonte de renda,Shell,Preço,Não,Conheço mas não utilizo,Descontos em abastecimento/serviços,Não,3
18-24 anos,Feminino,Sergipe,Semanalmente,GNV,Conforme o uso,Principal fonte de renda,Shell,Loja de Conveniência,Sim,Não conheço,Não utilizo aplicativos/programas de fidelidade,Não,5
Mais de 50 anos,Feminino,Rondonia,Semanalmente,Gasolina comum,Sempre completo,Lazer,Shell,Loja de Conveniência,Sim,Conheço mas não utilizo,Cashback,Não,5
36-49 anos,Feminino,Rio Grande do Norte,Quinzenalmente,Gasolina comum,Completo as vezes,Principal fonte de renda,Shell,Serviços Adicionais,Não,Conheço mas não utilizo,Não utilizo aplicativos/programas de fidelidade,Sim,5
Mais de 50 anos,Feminino,Parana,Diariamente,Elétrico,Conforme o uso,Lazer,Shell,Atendimento,Não,Utilizo outros,Descontos em abastecimento/serviços,Não,3
Mais de 50 anos,Feminino,Santa Catarina,2-4 vezes na semana,Elétrico,Sempre completo,Principal fonte de renda,Shell,Qualidade do combustível,Não,Conheço e utilizo,Descontos em abastecimento/serviços,Não,5
18-24 anos,Feminino,Sergipe,Quinzenalmente,Etanol,Sempre completo,Principal fonte de renda,Shell,Localização,Sim,Conheço e utilizo,Não utilizo aplicativos/programas de fidelidade,Não,5
Mais de 50 anos,Feminino,Sergipe,2-4 vezes na semana,Gasolina comum,Conforme o uso,Principal fonte de renda,Shell,Localização,Não,Conheço e utilizo,Não utilizo aplicativos/programas de fidelidade,Sim,5
25-35 anos,Masculino,Minas Gerais,2-4 vezes na semana,Gasolina Aditivada,Sempre completo,Lazer,Shell,Localização,Sim,Conheço e utilizo,Cashback,Sim,5
36-49 anos,Feminino,Distrito Federal,Semanalmente,Gasolina comum,Sempre completo,Lazer,Shell,Qualidade do combustível,Sim,Utilizo outros,Não utilizo aplicativos/programas de fidelidade,Não,3
25-35 anos,Masculino,Parana,Semanalmente,Elétrico,Conforme o uso,Lazer,Shell,Loja de Conveniência,Não,Conheço mas não utilizo,Cashback,Não,3
Mais de 50 anos,Feminino,Alagoas,Semanalmente,Diesel,Conforme o uso,Lazer,Shell,Localização,Sim,Não conheço,Cashback,Não,5
25-35 anos,Feminino,Amapa,Quinzenalmente,Gasolina Aditivada,Conforme o uso,Principal fonte de renda,Shell,Preço,Não,Não conheço,Cashback,Sim,4
36-49 anos,Feminino,Rio Grande do Sul,Diariamente,Elétrico,Conforme o uso,Locomoção para o trabalho,Shell,Atendimento,Sim,Utilizo outros,Descontos em abastecimento/serviços,Sim,4
36-49 anos,Feminino,Amazonas,Quinzenalmente,Gasolina comum,Sempre completo,Principal fonte de renda,Shell,Preço,Sim,Conheço e utilizo,Descontos em abastecimento/serviços,Não,5
Mais de 50 anos,Feminino,Acre,Quinzenalmente,Gasolina comum,Sempre completo,Lazer,Shell,Qualidade do combustível,Sim,Conheço mas não utilizo,Cashback,Não,3
Mais de 50 anos,Feminino,Espirito Santo,2-4 vezes na semana,Diesel,Conforme o uso,Locomoção para o trabalho,Shell,Loja de Conveniência,Sim,Não conheço,Cashback,Não,5
Mais de 50 anos,Feminino,Piaui,Quinzenalmente,Elétrico,Sempre completo,Principal fonte de renda,Shell,Loja de Conveniência,Não,Conheço mas não utilizo,Cashback,Não,5
Mais de 50 anos,Feminino,Distrito Federal,Quinzenalmente,Elétrico,Conforme o uso,Principal fonte de renda,Shell,Serviços Adicionais,Sim,Utilizo outros,Cashback,Não,5
Mais de 50 anos,Masculino,Pernambuco,Quinzenalmente,Diesel,Conforme o uso,Principal fonte de renda,Shell,Qualidade do combustível,Não,Utilizo outros,Cashback,Não,5
25-35 anos,Feminino,Minas Gerais,Semanalmente,Gasolina comum,Conforme o uso,Lazer,Shell,Serviços Adicionais,Sim,Utilizo outros,Não utilizo aplicativos/programas de fidelidade,Sim,5
18-24 anos,Feminino,Distrito Federal,2-4 vezes na semana,Gasolina comum,Conforme o uso,Locomoção para o trabalho,Shell,Localização,Sim,Utilizo outros,Descontos em abastecimento/serviços,Não,5
Mais de 50 anos,Feminino,Sao Paulo,2-4 vezes na semana,Diesel,Conforme o uso,Lazer,Shell,Atendimento,Sim,Conheço e utilizo,Cashback,Não,5
36-49 anos,Masculino,Minas Gerais,Semanalmente,Diesel,Sempre completo,Lazer,Shell,Qualidade do combustível,Sim,Conheço mas não utilizo,Não utilizo aplicativos/programas de fidelidade,Sim,5
Mais de 50 anos,Feminino,Parana,Quinzenalmente,Elétrico,Sempre completo,Principal fonte de renda,Shell,Preço,Sim,Utilizo outros,Cashback,Sim,3
18-24 anos,Feminino,Pernambuco,Semanalmente,GNV,Conforme o uso,Lazer,Shell,Loja de Conveniência,Não,Utilizo outros,Descontos em abastecimento/serviços,Não,5
25-35 anos,Masculino,Mato Grosso,Semanalmente,Etanol,Conforme o uso,Principal fonte de renda,Shell,Preço,Sim,Conheço e utilizo,Cashback,Não,3
18-24 anos,Feminino,Sergipe,Quinzenalmente,Gasolina Aditivada,Completo as vezes,Lazer,Shell,Atendimento,Não,Conheço mas não utilizo,Não utilizo aplicativos/programas de fidelidade,Não,5
25-35 anos,Masculino,Bahia,2-4 vezes na semana,GNV,Conforme o uso,Locomoção para o trabalho,Shell,Serviços Adicionais,Não,Utilizo outros,Não utilizo aplicativos/programas de fidelidade,Sim,5
Mais de 50 anos,Feminino,Amapa,2-4 vezes na semana,Elétrico,Sempre completo,Lazer,Shell,Serviços Adicionais,Não,Utilizo outros,Descontos em abastecimento/serviços,Sim,3
25-35 anos,Feminino,Parana,2-4 vezes na semana,Diesel,Conforme o uso,Principal fonte de renda,Shell,Qualidade do combustível,Não,Conheço mas não utilizo,Descontos em abastecimento/serviços,Não,5
Mais de 50 anos,Masculino,Parana,Quinzenalmente,Elétrico,Conforme o uso,Principal fonte de renda,Shell,Localização,Sim,Não conheço,Cashback,Sim,5
25-35 anos,Masculino,Parana,Diariamente,Elétrico,Conforme o uso,Principal fonte de renda,Shell,Serviços Adicionais,Sim,Não conheço,Descontos em abastecimento/serviços,Não,5
Mais de 50 anos,Feminino,Parana,Diariamente,Etanol,Conforme o uso,Principal fonte de renda,Shell,Atendimento,Não,Utilizo outros,Cashback,Não,5
25-35 anos,Masculino,Mato Grosso,Quinzenalmente,GNV,Completo as vezes,Principal fonte de renda,Shell,Qualidade do combustível,Não,Utilizo outros,Cashback,Não,5
Mais de 50 anos,Feminino,Parana,Quinzenalmente,Etanol,Conforme o uso,Principal fonte de renda,Shell,Serviços Adicionais,Sim,Conheço mas não utilizo,Cashback,Sim,5
Mais de 50 anos,Masculino,Goias,2-4 vezes na semana,Gasolina comum,Conforme o uso,Principal fonte de renda,Shell,Qualidade do combustível,Sim,Conheço mas não utilizo,Descontos em abastecimento/serviços,Sim,3
Mais de 50 anos,Masculino,Amazonas,2-4 vezes na semana,Gasolina comum,Completo as vezes,Lazer,Shell,Localização,Não,Não conheço,Cashback,Não,3
36-49 anos,Masculino,Roraima,Semanalmente,Elétrico,Conforme o uso,Principal fonte de renda,Shell,Serviços Adicionais,Sim,Utilizo outros,Descontos em abastecimento/serviços,Sim,5
25-35 anos,Feminino,Rio Grande do Sul,Quinzenalmente,Etanol,Completo as vezes,Principal fonte de renda,Shell,Preço,Sim,Conheço mas não utilizo,Cashback,Não,5
36-49 anos,Masculino,Acre,Semanalmente,Elétrico,Sempre completo,Lazer,Shell,Atendimento,Não,Conheço mas não utilizo,Cashback,Não,5
Mais de 50 anos,Masculino,Parana,Quinzenalmente,Elétrico,Conforme o uso,Principal fonte de renda,Shell,Preço,Não,Utilizo outros,Descontos em abastecimento/serviços,Sim,5
36-49 anos,Masculino,Para,Quinzenalmente,GNV,Conforme o uso,Lazer,Shell,Qualidade do combustível,Sim,Utilizo outros,Cashback,Sim,5
25-35 anos,Feminino,Bahia,Quinzenalmente,Etanol,Conforme o uso,Principal fonte de renda,Shell,Qualidade do combustível,Não,Conheço mas não utilizo,Não utilizo aplicativos/programas de fidelidade,Sim,5
Mais de 50 anos,Masculino,Minas Gerais,Diariamente,Diesel,Conforme o uso,Principal fonte de renda,Shell,Serviços Adicionais,Não,Não conheço,Não utilizo aplicativos/programas de fidelidade,Não,3
Mais de 50 anos,Masculino,Espirito Santo,Quinzenalmente,Gasolina Aditivada,Conforme o uso,Principal fonte de renda,Shell,Loja de Conveniência,Não,Conheço mas não utilizo,Cashback,Sim,4
Mais de 50 anos,Masculino,Sergipe,Quinzenalmente,Elétrico,Conforme o uso,Principal fonte de renda,Shell,Preço,Não,Conheço e utilizo,Cashback,Não,5
Mais de 50 anos,Masculino,Acre,Semanalmente,GNV,Conforme o uso,Locomoção para o trabalho,Shell,Localização,Sim,Utilizo outros,Cashback,Sim,5
36-49 anos,Feminino,Rio Grande do Norte,Diariamente,Elétrico,Completo as vezes,Lazer,Shell,Preço,Não,Utilizo outros,Cashback,Não,5
Mais de 50 anos,Feminino,Ceara,Quinzenalmente,Gasolina comum,Conforme o uso,Principal fonte de renda,Shell,Atendimento,Não,Não conheço,Descontos em abastecimento/serviços,Não,5
18-24 anos,Masculino,Mato Grosso do Sul,2-4 vezes na semana,Etanol,Conforme o uso,Lazer,Shell,Atendimento,Não,Não conheço,Cashback,Não,4
25-35 anos,Masculino,Parana,2-4 vezes na semana,GNV,Sempre completo,Locomoção para o trabalho,Shell,Qualidade do combustível,Não,Utilizo outros,Cashback,Sim,5
Mais de 50 anos,Feminino,Minas Gerais,2-4 vezes na semana,GNV,Conforme o uso,Lazer,Shell,Serviços Adicionais,Não,Utilizo outros,Cashback,Não,5
25-35 anos,Feminino,Espirito Santo,Semanalmente,Elétrico,Completo as vezes,Lazer,Shell,Serviços Adicionais,Não,Utilizo outros,Não utilizo aplicativos/programas de fidelidade,Não,5
18-24 anos,Feminino,Rio Grande do Norte,2-4 vezes na semana,Etanol,Conforme o uso,Principal fonte de renda,Shell,Preço,Não,Conheço mas não utilizo,Cashback,Não,3
Mais de 50 anos,Masculino,Parana,Diariamente,Elétrico,Completo as vezes,Lazer,Shell,Localização,Não,Utilizo outros,Cashback,Não,5
36-49 anos,Masculino,Bahia,Semanalmente,GNV,Conforme o uso,Lazer,Shell,Loja de Conveniência,Sim,Conheço mas não utilizo,Não utilizo aplicativos/programas de fidelidade,Sim,5
25-35 anos,Masculino,Parana,Quinzenalmente,Diesel,Completo as vezes,Principal fonte de renda,Shell,Preço,Sim,Não conheço,Cashback,Não,5
18-24 anos,Masculino,Amapa,Quinzenalmente,Gasolina comum,Conforme o uso,Principal fonte de renda,Shell,Atendimento,Não,Utilizo outros,Cashback,Não,3
Mais de 50 anos,Feminino,Parana,Diariamente,Elétrico,Completo as vezes,Lazer,Shell,Localização,Sim,Conheço mas não utilizo,Não utilizo aplicativos/programas de fidelidade,Não,4
25-35 anos,Masculino,Sao Paulo,Diariamente,Etanol,Conforme o uso,Principal fonte de renda,Shell,Preço,Não,Conheço mas não utilizo,Descontos em abastecimento/serviços,Não,5
36-49 anos,Feminino,Goias,Diariamente,GNV,Conforme o uso,Locomoção para o trabalho,Shell,Serviços Adicionais,Não,Conheço e utilizo,Cashback,Não,5
36-49 anos,Masculino,Parana,Quinzenalmente,Gasolina Aditivada,Sempre completo,Principal fonte de renda,Shell,Preço,Sim,Conheço e utilizo,Cashback,Não,5
Mais de 50 anos,Feminino,Parana,2-4 vezes na semana,Etanol,Conforme o uso,Principal fonte de renda,Shell,Atendimento,Não,Utilizo outros,Não utilizo aplicativos/programas de fidelidade,Não,3
Mais de 50 anos,Masculino,Paraiba,Semanalmente,Elétrico,Conforme o uso,Principal fonte de renda,Shell,Loja de Conveniência,Não,Não conheço,Cashback,Não,5
Mais de 50 anos,Masculino,Amazonas,Quinzenalmente,Gasolina comum,Sempre completo,Principal fonte de renda,Shell,Serviços Adicionais,Não,Utilizo outros,Não utilizo aplicativos/programas de fidelidade,Não,5
36-49 anos,Feminino,Amazonas,2-4 vezes na semana,GNV,Sempre completo,Principal fonte de renda,Shell,Preço,Sim,Conheço e utilizo,Cashback,Não,5
Mais de 50 anos,Feminino,Amapa,2-4 vezes na semana,GNV,Completo as vezes,Principal fonte de renda,Shell,Serviços Adicionais,Sim,Utilizo outros,Cashback,Sim,5
18-24 anos,Feminino,Ceara,Quinzenalmente,Diesel,Completo as vezes,Lazer,Shell,Loja de Conveniência,Sim,Utilizo outros,Descontos em abastecimento/serviços,Sim,5
Mais de 50 anos,Feminino,Parana,2-4 vezes na semana,Elétrico,Conforme o uso,Principal fonte de renda,Shell,Qualidade do combustível,Sim,Utilizo outros,Não utilizo aplicativos/programas de fidelidade,Não,5
Mais de 50 anos,Feminino,Parana,Quinzenalmente,Etanol,Conforme o uso,Principal fonte de renda,Shell,Serviços Adicionais,Sim,Utilizo outros,Não utilizo aplicativos/programas de fidelidade,Sim,5
Mais de 50 anos,Feminino,Santa Catarina,Semanalmente,Elétrico,Completo as vezes,Principal fonte de renda,Shell,Qualidade do combustível,Não,Utilizo outros,Cashback,Sim,5
18-24 anos,Masculino,Rondonia,Diariamente,Elétrico,Conforme o uso,Principal fonte de renda,Shell,Localização,Não,Conheço e utilizo,Cashback,Não,4
25-35 anos,Feminino,Rondonia,Diariamente,Elétrico,Conforme o uso,Principal fonte de renda,Shell,Serviços Adicionais,Não,Conheço mas não utilizo,Cashback,Não,3
Mais de 50 anos,Feminino,Ceara,Diariamente,Diesel,Completo as vezes,Principal fonte de renda,Shell,Qualidade do combustível,Não,Conheço mas não utilizo,Cashback,Sim,5
36-49 anos,Feminino,Mato Grosso,Quinzenalmente,Elétrico,Conforme o uso,Locomoção para o trabalho,Shell,Atendimento,Sim,Conheço mas não utilizo,Cashback,Sim,5
Mais de 50 anos,Masculino,Sergipe,Semanalmente,Gasolina comum,Conforme o uso,Lazer,Shell,Atendimento,Não,Conheço e utilizo,Cashback,Não,5
36-49 anos,Feminino,Paraiba,Quinzenalmente,Etanol,Conforme o uso,Lazer,Shell,Qualidade do combustível,Sim,Utilizo outros,Descontos em abastecimento/serviços,Sim,4
36-49 anos,Feminino,Parana,Diariamente,Etanol,Sempre completo,Principal fonte de renda,Shell,Preço,Não,Conheço e utilizo,Cashback,Sim,5
18-24 anos,Feminino,Goias,Diariamente,Elétrico,Sempre completo,Locomoção para o trabalho,Shell,Localização,Não,Não conheço,Cashback,Sim,5
Mais de 50 anos,Feminino,Mato Grosso do Sul,Quinzenalmente,Etanol,Conforme o uso,Principal fonte de renda,Shell,Atendimento,Não,Conheço mas não utilizo,Cashback,Não,5
Mais de 50 anos,Feminino,Para,Quinzenalmente,Diesel,Completo as vezes,Principal fonte de renda,Shell,Serviços Adicionais,Não,Utilizo outros,Descontos em abastecimento/serviços,Não,5
25-35 anos,Feminino,Goias,2-4 vezes na semana,Elétrico,Conforme o uso,Principal fonte de renda,Shell,Loja de Conveniência,Sim,Conheço mas não utilizo,Cashback,Sim,5
Mais de 50 anos,Feminino,Roraima,Quinzenalmente,Elétrico,Conforme o uso,Locomoção para o trabalho,Shell,Localização,Não,Não conheço,Não utilizo aplicativos/programas de fidelidade,Não,5
36-49 anos,Masculino,Parana,Semanalmente,Elétrico,Conforme o uso,Locomoção para o trabalho,Shell,Atendimento,Não,Utilizo outros,Não utilizo aplicativos/programas de fidelidade,Não,5
Mais de 50 anos,Feminino,Piaui,2-4 vezes na semana,Elétrico,Conforme o uso,Principal fonte de renda,Shell,Preço,Não,Conheço e utilizo,Cashback,Não,4
18-24 anos,Feminino,Maranhao,2-4 vezes na semana,Elétrico,Conforme o uso,Locomoção para o trabalho,Shell,Qualidade do combustível,Não,Utilizo outros,Não utilizo aplicativos/programas de fidelidade,Sim,3
Mais de 50 anos,Feminino,Sergipe,Semanalmente,Gasolina comum,Conforme o uso,Principal fonte de renda,Shell,Qualidade do combustível,Não,Conheço e utilizo,Cashback,Não,5
Mais de 50 anos,Feminino,Mato Grosso do Sul,Semanalmente,Gasolina comum,Completo as vezes,Locomoção para o trabalho,Shell,Preço,Não,Conheço mas não utilizo,Cashback,Sim,5
18-24 anos,Feminino,Mato Grosso do Sul,Quinzenalmente,GNV,Sempre completo,Principal fonte de renda,Shell,Atendimento,Não,Utilizo outros,Cashback,Não,5
25-35 anos,Masculino,Ceara,Diariamente,Gasolina Aditivada,Conforme o uso,Locomoção para o trabalho,Shell,Preço,Sim,Conheço mas não utilizo,Cashback,Não,5
Mais de 50 anos,Feminino,Mato Grosso do Sul,Semanalmente,Etanol,Conforme o uso,Locomoção para o trabalho,Shell,Loja de Conveniência,Sim,Conheço mas não utilizo,Não utilizo aplicativos/programas de fidelidade,Não,5
